GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
15	rs13107325	4	103188709	rs13107325	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	BMI in non-smokers	77,279 European ancestry women, 47,280 European ancestry men, 4,856 European ancestry individuals, 8,799 African American/Afro-Caribbean ancestry women, 1,803 African American/Afro-Caribbean ancestry men, 1,020 Indian Asian ancestry women, 6,691 Indian Asian ancestry men, 1,526 Filipino ancestry women, 2,469 Hispanic/Latino ancestry women, 1,318 Hispanic/Latino ancestry men	16,011 European ancestry women, 17,912 European ancestry men, 105,218 European ancestry individuals, 2,073 African American/Afro-Caribbean ancestry women, 647 African American/Afro-Caribbean ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0737	7E-7	6.154901959985743	(men)	0.0574	[0.035-0.08] kg/m2 increase	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Body mass index (joint analysis main effects and smoking interaction)	98,173 European ancestry women, 64,373 European ancestry men, 5,829 European ancestry individuals, 10,500 African American/Afro-Caribbean ancestry women, 2,706 African American/Afro-Caribbean ancestry men, 1,030 Indian Asian ancestry women, 7,648 Indian Asian ancestry men, 1,793 Filipino ancestry women, 2,944 Hispanic/Latino ancestry women, 1,764 Hispanic/Latino ancestry men	21,496 European ancestry women, 24,385 European ancestry men, 118,364 European ancestry individuals, 2,326 African American/Afro-Caribbean ancestry women, 855 African American/Afro-Caribbean ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0737	1E-8	8.0	(men)			Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Body mass index (joint analysis main effects and smoking interaction)	98,173 European ancestry women, 64,373 European ancestry men, 5,829 European ancestry individuals, 10,500 African American/Afro-Caribbean ancestry women, 2,706 African American/Afro-Caribbean ancestry men, 1,030 Indian Asian ancestry women, 7,648 Indian Asian ancestry men, 1,793 Filipino ancestry women, 2,944 Hispanic/Latino ancestry women, 1,764 Hispanic/Latino ancestry men	21,496 European ancestry women, 24,385 European ancestry men, 118,364 European ancestry individuals, 2,326 African American/Afro-Caribbean ancestry women, 855 African American/Afro-Caribbean ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0737	2E-10	9.698970004336019				Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0754	1E-9	9.0	(men)	0.0698	[0.047-0.092] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0754	3E-10	9.522878745280337		0.0488	[0.034-0.064] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0765	2E-10	9.698970004336019	(EA)	0.0505	[0.035-0.066] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0765	5E-10	9.301029995663981	(EA, men)	0.0741	[0.051-0.097] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-?	rs13107325	0	13107325	missense_variant	0	NR	2E-10	9.698970004336019	(EA)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-?	rs13107325	0	13107325	missense_variant	0	NR	2E-8	7.698970004336019	(EA, men)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-?	rs13107325	0	13107325	missense_variant	0	NR	2E-9	8.698970004336019	(men)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-?	rs13107325	0	13107325	missense_variant	0	NR	8E-10	9.096910013008056				Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0754	4E-9	8.397940008672037		0.0508	[0.034-0.068] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0765	1E-9	9.0	(EA)	0.0531	[0.036-0.07] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0781	4E-7	6.3979400086720375	(men)	0.0661	[0.04-0.092] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0875	2E-6	5.698970004336019	(EA, men)	0.0868	[0.051-0.122] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Diastolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.065	1E-13	13.0	(EA, initial)	0.686	[0.51-0.87] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Systolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.065	6E-10	9.221848749616356	(EA, initial)	0.933	[0.64-1.23] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	NR	3E-18	17.522878745280337		0.05044097	[0.039-0.062] unit decrease	Affymetrix [NR]	N
15	rs13107325	4	103188709	rs13107325	2018-07-02	29615537	Kulminski AM	2018-03-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29615537	Strong impact of natural-selection-free heterogeneity in genetics of age-related phenotypes.	Diastolic blood pressure	up to 33,431 European ancestry individuals	NA	4q24	SLC39A8 	SLC39A8			64116			rs13107325-A	rs13107325	0	13107325	missense_variant	0	0.0818	9E-10	9.045757490560675		0.91369206	[0.62-1.21] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-07-09	29691431	Tikkanen E	2018-04-24	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29691431	Biological Insights Into Muscular Strength: Genetic Findings in the UK Biobank.	Hand grip strength	223,215 British ancestry individuals	111,610 British ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.075	4E-23	22.397940008672037		0.006	[0.0048-0.0072] unit decrease	Affymetrix [15275733] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index	up to 309,889 European ancestry individuals	NA	4q24	NR	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0725000653554868	4E-16	15.397940008672037		0.04919773	unit increase	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-07-30	27618447	Surendran P	2016-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618447	Trans-ancestry meta-analyses identify rare and common variants associated with blood pressure and hypertension.	Systolic blood pressure	up to 165,276 European ancestry individuals, up to 27,487 South Asian ancestry individuals	up to 125,713 European ancestry individuals, up to 2,641 South Asian ancestry individuals, 4,632 Hispanic individuals, 22,077 African American individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0603	1E-7	7.0		0.042	unit decrease	Illumina [242296]	N
15	rs13107325	4	103188709	rs13107325	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Diastolic blood pressure x alcohol consumption interaction (2df test)	63,607 European ancestry drinkers, 10,193 African American or Afro-Caribbean drinkers, 2,441 Asian ancestry drinkers, 5,084 Hispanic or Latin American drinkers, 27,492 European ancestry non-drinkers, 11,223 African American or Afro-Caribbean non-drinkers, 9,924 Asian ancestry non-drinkers, 3,387 Hispanic or Latin American non-drinkers	238,058 European ancestry drinkers, 2,280 African American drinkers, 54,081 Asian ancestry drinkers, 6,448 Hispanic drinkers, 43,318 European ancestry non-drinkers, 2,761 African American non-drinkers, 86,943 Asian ancestry non-drinkers, 6,923 Hispanic non-drinkers	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	2E-23	22.69897000433602	(AA, EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Diastolic blood pressure x alcohol consumption interaction (2df test)	63,607 European ancestry drinkers, 10,193 African American or Afro-Caribbean drinkers, 2,441 Asian ancestry drinkers, 5,084 Hispanic or Latin American drinkers, 27,492 European ancestry non-drinkers, 11,223 African American or Afro-Caribbean non-drinkers, 9,924 Asian ancestry non-drinkers, 3,387 Hispanic or Latin American non-drinkers	238,058 European ancestry drinkers, 2,280 African American drinkers, 54,081 Asian ancestry drinkers, 6,448 Hispanic drinkers, 43,318 European ancestry non-drinkers, 2,761 African American non-drinkers, 86,943 Asian ancestry non-drinkers, 6,923 Hispanic non-drinkers	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	4E-22	21.397940008672037	(EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Mean arterial pressure x alcohol consumption interaction (2df test)	91,110 European ancestry drinkers and non-drinkers, 21,416 African American or Afro-Caribbean drinkers and non-drinkers, 12,365 Asian ancestry drinkers and non-drinkers, 8,470 Hispanic or Latin American drinkers and non-drinkers	237,996 European ancestry drinkers, 2,280 African American drinkers, 54,080 Asian ancestry drinkers, 6,448 Hispanic drinkers, 43,315 European ancestry non-drinkers, 2,761 African ancestry non-drinkers, 86,943 Asian ancestry non-drinkers, 6,923 Hispanic non-drinkers	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	4E-11	10.397940008672037	(EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-09-07	27618448	Liu C	2016-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618448	Meta-analysis identifies common and rare variants influencing blood pressure and overlapping with metabolic trait loci.	Mean arterial pressure	120,473 European ancestry individuals, 21,503 African American individuals, 4,586 Hispanic individuals	NA	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0627171181140933	1E-11	11.0		0.6347496	[0.45-0.82] unit decrease	Illumina [247039]	N
15	rs13107325	4	103188709	rs13107325	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	4q24	NR	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	NR	2E-21	20.69897000433602		9.494	z-score decrease	Affymetrix, Illumina [9295118] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-09-14	27618452	Ehret GB	2016-09-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618452	The genetics of blood pressure regulation and its target organs from association studies in 342,415 individuals.	Diastolic blood pressure	up to 201,529 European ancestry individuals	up to 140,886 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	2E-14	13.698970004336019		0.602	[0.45-0.75] mm Hg decrease	Affymetrix, Illumina, Perlegen [128272]	N
15	rs13107325	4	103188709	rs13107325	2018-09-14	27618452	Ehret GB	2016-09-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618452	The genetics of blood pressure regulation and its target organs from association studies in 342,415 individuals.	Systolic blood pressure	up to 201,529 European ancestry individuals	up to 140,886 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	5E-11	10.301029995663981		0.837	[0.59-1.09] mm Hg decrease	Affymetrix, Illumina, Perlegen [128272]	N
15	rs13107325	4	103188709	rs13107325	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	NR	8E-17	16.096910013008056		8.327	z-score decrease	Affymetrix, Illumina [at least 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-09-28	30108127	Hoffmann TJ	2018-08-14	Genetics	www.ncbi.nlm.nih.gov/pubmed/30108127	A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.	Body mass index	315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals	431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals	4q24	NR	SLC39A8			64116			rs13107325-C	rs13107325	0	13107325	missense_variant	0	NR	3E-21	20.522878745280337		0.051	[NR] unit decrease	Affymetrix [at least 28613428] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-10-18	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Systolic blood pressure x alcohol consumption interaction (2df test)	63,608 European ancestry drinkers, 10,193 African American or Afro-Caribbean heavy drinkers,  2,441 Asian ancestry drinkers, 5,084 Hispanic or Latin American drinkers, 27,494 European ancestry non-drinkers, 11,224 African American or Afro-Caribbean non-drinkers, 9,924 Asian ancestry non-drinkers, 3,387 Hispanic or Latin American non-drinkers	238,002 European ancestry drinkers, 2,280 African American drinkers, 54,081 Asian ancestry drinkers, 6,452 Hispanic drinkers, 43,316 European ancestry non-drinkers, 2,761 African American non-drinkers, 86,945 Asian ancestry non-drinkers, 6,925 Hispanic non-drinkers	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	1E-15	15.0	(AA, EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	4q24		SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0721	2E-18	17.69897000433602		0.0239	[0.019-0.029] unit decrease	Affymetrix, Illumina [10000000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance	257,841 European ancestry individuals	NA	4q24	Intergenic	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.075	1E-23	23.0		0.0543	[0.044-0.065] unit decrease	Affymetrix, Illumina [10100000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance (MTAG)	402,382 European ancestry individuals	NA	4q24	Intergenic	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.075	3E-18	17.522878745280337	(MTAG)	0.038	[0.029-0.047] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	4q24	Intergenic	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0721	2E-24	23.69897000433602	(MTAG)	0.0259	[0.021-0.031] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability	564,698 European ancestry individuals	NA	4q24	Intergenic	SLC39A8			64116			rs13107325-C	rs13107325	0	13107325	missense_variant	0	0.9166	5E-10	9.301029995663981		0.0219	[0.015-0.029] unit decrease	Affymetrix, Illumina [10000000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-11-26	30275531	Klarin D	2018-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30275531	Genetics of blood lipids among ~300,000 multi-ethnic participants of the Million Veteran Program.	HDL cholesterol	215,551 European ancestry individuals, 57,332 African American individuals, 24,743 Hispanic individuals	Up to 319,677 individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.0765	2E-50	49.69897000433602		0.0798	[0.069-0.09] mg dl−1 decrease	Affymetrix [up to 31400000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2018-12-14	30305740	Elliott LT	2018-10-10	Nature	www.ncbi.nlm.nih.gov/pubmed/30305740	Genome-wide association studies of brain imaging phenotypes in UK Biobank.	Brain imaging measurements	8,428 British ancestry individuals	4,386 European ancestry individuals	4q24	NR	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.073861	1E-42	42.0	(Imaging-derived phenotype IDP_T1_FAST_ROIs_L_ventral_striatum)	0.33842	[0.29-0.39] unit increase	NR [11734353] (imputed)	N
